Property A,Property B,Soil Type
0.7953,3306.14,1
0.75774,2688.68,1
1.22317,2630.21,0
1.3439,3281.13,1
1.02016,2352.7,0
0.83083,4067.38,1
1.25554,2378.03,0
0.49583,3374.97,1
0.78889,2300.44,1
1.09156,4480.4,1
1.09738,2311.63,0
0.72581,2150.35,0
0.91539,3033.12,1
1.0586,2577.87,1
0.97816,3290.81,2
0.83592,1973.69,0
1.14051,2785.44,1
1.06208,3703.29,1
1.0855,2388.44,1
0.78284,2772.54,1
0.50464,1178.99,1
1.02189,2378.79,0
0.79805,2599.14,1
0.97622,3059.93,0
0.58996,2575.57,1
1.22154,3651.57,1
0.88385,3074.13,1
0.92682,3135.88,0
1.35021,2280.21,0
0.8537,2308.55,0
0.77501,3709.69,1
0.66998,2957.54,1
0.93537,3455.04,1
1.21849,2823.35,0
0.88373,1559.52,0
1.07506,3898.1,1
0.92469,2848.21,0
0.93192,3435.73,1
0.97131,3368.08,1
0.92799,3650.25,1
0.69188,2900.94,1
1.09371,2867.81,0
0.9724,2102.48,0
1.14559,2091.41,0
0.66316,2625.09,1
1.51788,2302.54,1
0.89464,3288.79,1
1.15314,3184.43,1
0.84478,3689.94,1
0.61869,3798.1,1
0.84575,3398.91,1
1.10368,1969.64,0
1.17586,3129.49,0
1.22239,3109.83,0
0.23558,4069.02,1
0.75572,2710.92,0
1.18086,2579.83,0
1.19464,3331.19,0
0.60613,3656.81,1
1.08706,3982.88,1
0.75571,3727.42,1
0.73603,2227.43,0
0.60776,3695.95,1
0.88382,3129.41,1
0.79293,3749.56,1
1.00582,3029.57,0
0.86329,3311.27,1
0.6822,3288.31,1
0.49433,2996.32,1
1.19524,3108.93,0
0.44337,2491.21,1
0.87913,2704.62,0
0.6732,3846.4,1
0.97644,3345.03,1
0.90625,2666.51,1
1.01368,3991.94,1
0.37581,685.84,0
0.72536,1473.01,0
0.8298,322.3,1
0.36523,670.21,1
0.29142,547.57,0
1.04448,-394.9,1
0.60906,1103.74,0
0.71121,2493.5,0
0.58672,88.24,0
0.54914,211.72,0
0.7763,3635.61,1
0.7365,719.05,0
0.95576,169.44,1
0.99284,821.9,1
0.27101,-1412.41,0
0.69356,1194.96,0
0.26349,-19.25,1
0.63238,91.45,0
0.50975,2002.25,0
0.8291,1854.08,0
0.49486,2067.06,1
0.39489,-390.28,1
0.63229,399.08,0
0.85895,1643.0,0
1.09794,4248.06,1
0.76513,934.47,0
0.66732,236.73,1
0.59884,-222.01,1
1.05634,-2451.08,2
0.77312,-131.27,1
0.72004,1311.77,0
0.38376,2552.64,1
0.59588,1035.3,0
0.54114,344.41,1
0.68859,1076.02,0
1.06723,793.91,1
0.24595,1175.71,1
0.94468,1375.66,0
0.37416,2661.76,1
0.43278,12.49,1
0.39181,1010.43,0
0.53919,955.16,0
1.29044,132.08,1
0.41608,208.36,0
0.99414,588.46,1
0.78252,477.01,1
0.56976,39.21,1
0.42348,751.27,2
0.69722,1352.37,0
1.25837,1908.1,0
0.49918,1775.15,0
0.46702,1055.83,0
0.71206,250.16,0
0.4765,993.25,0
0.68549,214.28,1
1.39427,483.09,0
0.67383,208.69,1
1.06033,344.91,1
0.58364,1374.01,0
0.30914,693.95,1
0.92038,1439.96,2
0.89079,1228.2,0
0.35559,816.63,0
1.03465,2309.4,0
1.06206,968.29,1
0.24671,3651.7,1
0.61185,801.12,1
0.59482,445.02,1
0.82348,-178.89,1
0.66389,855.29,0
0.66151,169.31,0
0.36824,3193.86,0
1.01508,373.98,1
0.15375,1727.06,1
0.86775,1442.47,0
1.04073,-1640.89,1
0.79766,1537.35,0
0.64284,2124.14,0
0.61847,-1289.63,1
0.52119,1217.32,1
0.96208,1417.94,0
0.28842,28.32,0
0.2094,1947.15,1
0.87424,-721.53,1
1.05051,495.93,1
1.05122,2103.67,0
0.41508,-760.11,1
0.33383,-688.44,1
0.3841,684.2,1
0.78616,-864.59,2
0.79767,1932.79,0
0.77103,624.39,0
0.65468,2152.58,0
1.02933,2724.08,0
1.11463,669.86,1
1.18558,1062.64,0
0.89067,571.97,1
0.42669,2651.48,1
0.30166,-811.16,1
0.61748,-462.61,1
0.68115,150.84,1
0.87875,699.8,1
0.60192,922.28,0
0.5363,818.13,0
0.33582,-233.99,0
0.67726,2136.89,0
0.59797,707.86,0
0.18707,2836.14,1
0.6314,363.84,0
0.70034,1662.72,1
0.51654,349.66,0
0.16869,455.21,1
1.01201,2775.97,0
0.48125,1453.7,0
0.49328,552.82,0
1.11178,6.29,1
0.48141,1993.48,0
0.68828,3502.06,1
0.86277,1827.86,0
0.59808,896.38,1
1.38065,1349.39,0
0.83196,2194.76,0
0.7507,671.3,1
0.60206,2844.84,1
0.74177,786.73,1
0.73971,3049.52,1
1.10403,2771.23,2
0.88921,1600.76,0
0.73185,1343.26,0
0.80247,851.19,1
0.7177,276.28,0
0.88365,981.5,0
1.06525,2348.71,1
1.14913,1733.55,0
0.7556,-782.7,1
0.96829,1042.82,0
0.47213,1295.93,0
1.14959,994.68,1
0.40355,-222.0,0
0.5178,2467.21,1
0.93138,1797.02,0
0.62339,-370.73,1
1.02735,-196.19,1
0.64855,1889.38,0
0.8851,996.05,0
0.16108,2552.17,1
0.697,697.48,0
1.09892,1612.14,0
0.70654,982.21,0
1.05762,-327.0,1
1.2442,698.17,1
0.68839,-56.32,1
1.09373,787.91,1
1.0847,633.37,1
1.19221,2937.81,0
0.75333,775.02,1
0.72712,1274.93,0
1.08439,1072.16,0
0.95783,1702.42,0
0.75593,-474.49,1
0.30597,550.46,0
0.60763,-2187.55,1
0.6307,-127.2,1
0.90985,239.51,1
0.45653,-324.0,1
0.72273,1011.5,0
0.8163,1814.72,0
1.04271,-1467.62,1
0.29185,1217.84,2
0.4058,-546.62,1
1.40307,280.89,0
0.41624,205.56,0
1.03458,1437.2,0
0.65354,-250.35,1
0.11812,-225.87,1
0.88842,1049.95,0
1.00695,1211.93,1
1.07928,-72.81,1
0.74786,2633.44,0
0.57362,495.86,0
0.346,1597.89,1
0.75281,-51.82,1
1.09333,1988.69,1
0.90072,2016.0,1
0.0,1927.02,0
0.51343,53.32,0
0.93188,1498.85,0
0.24887,125.2,0
0.34135,1466.86,1
0.5306,1382.15,0
0.27122,994.77,1
0.02211,515.91,1
0.9726,368.02,1
0.9675,921.62,1
0.02811,55.25,0
0.8006,2192.12,0
0.66568,727.35,1
0.40655,1503.63,1
0.49833,750.71,0
0.56274,1020.16,0
1.49685,4095.83,1
1.67829,3228.27,1
1.47275,4077.29,1
1.23767,3524.81,0
1.31882,2861.83,1
1.95432,4763.44,1
1.49444,3574.15,0
1.48255,4408.66,1
1.17293,3769.26,1
1.56538,3891.26,1
1.58297,5057.7,1
1.40881,6499.21,1
1.58616,4717.4,1
1.32675,4565.24,1
1.15962,3932.14,1
1.59638,3536.5,1
1.86495,4403.05,1
1.10811,3518.0,1
1.48781,3835.75,0
1.48253,3733.86,1
1.16881,5308.14,1
1.76105,4427.06,1
1.24616,5293.08,1
1.58685,4282.21,1
1.24084,3349.42,2
1.3226,3445.73,0
1.50391,5541.74,1
1.27475,5484.78,1
1.06932,3641.43,1
1.14542,3491.64,1
1.50045,4366.32,0
0.59261,4630.94,1
1.21675,3208.36,0
1.26431,3590.31,0
1.53316,4864.78,1
1.18426,3485.94,0
1.27841,3559.57,0
1.25264,4083.66,1
1.56562,2676.77,0
1.16862,4273.51,1
1.50244,2752.0,0
1.52422,4645.62,1
1.56256,2822.94,0
1.65188,4108.46,1
1.82084,2453.84,2
1.05533,3635.9,0
1.14463,5130.59,1
0.90001,3082.32,1
1.66011,3808.06,1
0.87138,5016.39,1
1.84456,5410.22,1
1.96036,4253.66,1
1.6833,2518.23,1
1.34669,5628.34,1
1.3929,3427.91,1
1.43321,3640.13,1
1.877,4392.61,1
1.02985,3930.06,1
1.47732,3562.18,1
1.58258,4485.01,1
1.34796,3067.57,0
1.47052,4386.93,1
1.3797,3421.47,0
1.35331,1801.18,0
1.35615,3118.27,0
1.55759,4313.36,0
1.64191,3619.62,0
1.74097,2977.11,1
1.84977,3536.79,1
1.53473,3171.13,0
1.53005,4329.42,1
1.44798,2552.57,0
1.39935,2749.53,1
0.92932,4118.56,1
1.62082,3139.32,1
1.53526,4017.0,1
1.55055,3783.87,1
1.46771,4579.3,1
1.61844,5022.26,1
1.23359,2908.42,0
1.5751,3227.56,1
0.77842,3734.05,1
1.75974,2897.04,2
1.84256,4182.83,1
1.50879,5738.46,1
1.14496,2825.73,0
1.16936,4675.39,1
1.42621,4449.18,1
1.47764,3173.41,0
1.6721,4615.12,1
1.19618,4061.09,1
1.14413,3581.35,1
1.78977,3333.83,1
1.12481,2554.61,0
1.52019,3086.85,0
1.13131,2854.81,0
1.3463,3824.71,1
1.91515,3606.9,1
1.49453,2923.79,0
1.40391,4459.9,2
0.25348,6151.74,1
0.28718,4840.64,1
0.0,4672.74,0
0.0,2066.37,1
0.0,5301.88,1
0.83043,5674.09,1
0.08045,4975.47,1
0.01746,5329.49,1
1.09487,5276.7,0
0.68363,4753.07,2
1.47853,3857.01,1
0.81411,2146.85,0
0.40838,7187.74,1
1.20208,3672.79,1
1.05429,4062.58,1
0.0,5125.41,1
1.57051,3340.9,0
1.21017,4572.09,1
0.7289,4172.57,1
0.00713,3473.61,1
1.301,1966.98,0
0.9012,3850.84,1
0.94154,4539.04,1
0.088,5097.91,1
0.14531,3454.04,1
0.0,3508.99,1
0.49283,3520.67,1
0.0,3855.99,1
0.73004,3358.97,1
1.23288,2549.71,0
1.27276,4603.53,1
0.67616,3426.83,1
0.0,2998.29,1
1.01994,3094.14,0
0.99233,4211.44,1
0.16626,4680.41,1
1.18735,3591.92,1
1.09207,1227.54,0
1.35388,3938.02,1
1.72202,4907.37,1
0.71662,3724.48,1
1.14055,3898.06,1
0.0,2758.73,1
0.43426,4917.55,1
0.27847,4827.81,1
0.66384,4973.63,1
0.45206,2558.16,1
1.18861,4494.78,1
0.99299,3598.88,1
0.37595,3891.98,1
0.0,-641.89,1
0.0,-708.25,1
0.17556,-794.46,1
0.0603,-579.61,1
0.22419,-1015.38,1
0.16653,-839.75,1
0.15004,-1003.91,1
0.10655,-702.13,1
0.45601,-600.22,1
0.25558,-928.94,1
0.3806,-582.04,1
0.01632,-963.42,1
0.08773,-620.98,0
0.80669,-591.53,1
0.0,-708.23,1
0.0265,-587.07,1
0.3659,-1074.19,1
0.22672,-990.89,1
0.38172,-536.49,1
0.51864,-423.45,0
0.30547,-932.33,1
0.41585,-1085.53,1
0.10878,-854.68,1
0.08276,-739.92,1
0.26201,-830.01,1
0.0,-879.06,1
0.03498,-898.07,1
0.0,-532.86,1
0.50599,-1020.0,1
0.0,-917.42,1
0.09554,-516.38,1
0.1716,-843.12,1
0.70242,-659.15,1
0.30524,-1264.84,1
0.13998,-989.94,1
0.12833,-1048.6,0
0.12013,-466.11,1
0.32384,-798.06,1
0.65783,-798.65,1
0.17312,-876.96,1
0.26238,-880.57,1
0.38106,-978.66,1
0.1341,-764.07,0
0.39608,-851.01,2
0.14232,-600.88,1
0.11405,-467.44,1
0.73128,-838.83,1
0.02904,-918.85,1
0.20932,-769.68,1
0.0,-698.79,2
0.30311,-720.64,1
0.0,-781.81,1
0.17566,-717.1,1
0.36284,-735.33,1
0.07427,-828.9,1
0.25653,-596.78,1
0.22411,-772.15,1
0.01006,-947.04,1
0.46453,-950.96,1
0.34063,-797.91,1
0.24478,-688.08,1
0.08626,-365.69,1
0.17632,-1015.35,1
0.25603,-577.97,1
0.12939,-910.22,1
0.27777,-500.84,1
0.39881,-1076.98,1
0.4544,-946.07,1
0.26133,-979.52,1
0.49941,-1056.09,1
0.316,-729.12,1
0.13335,-818.65,1
0.26228,-1083.55,1
0.05515,-1057.18,1
0.39936,-1087.68,1
0.0,-837.42,1
0.58858,-844.55,1
0.11445,-408.62,1
0.17437,-1221.29,1
0.57697,-586.13,1
0.0,-559.64,1
0.30298,-742.02,1
0.05725,-941.03,1
0.31824,-1085.62,1
0.34514,-969.62,1
0.18983,-762.66,1
0.37973,-574.71,1
0.39668,-551.72,1
0.0,-717.61,1
0.63376,-719.98,1
0.0,-790.2,1
0.21415,-751.32,1
0.07813,-586.68,1
0.40578,-850.48,2
0.0,-815.85,1
0.0,-560.94,2
0.1571,-657.92,2
0.03778,-886.98,1
0.06807,-541.45,1
0.2432,-876.47,1
0.14509,-396.97,1
0.23706,-791.61,1
0.27972,-817.19,1
0.02019,-551.58,1
0.42247,-1121.69,1
0.17658,-399.18,1
0.40513,-947.71,1
0.0,-959.39,1
0.201,-995.51,0
0.68009,-318.59,1
0.42526,-1123.03,1
0.38978,-1015.59,1
0.0,-574.62,1
0.0,-703.11,1
0.66914,-1143.45,1
0.0,-1158.35,1
0.42592,-758.95,1
0.29864,-671.96,1
0.14864,-1022.68,1
0.59476,-901.47,1
0.34636,-660.37,1
0.13797,-611.99,1
0.0,-711.09,2
0.46738,-764.29,1
0.4952,-400.46,1
0.0,-666.25,1
0.0,-648.22,1
0.18524,-971.76,1
0.33005,-749.66,2
0.43671,-646.79,1
0.13674,-785.17,0
0.0,-679.22,1
0.20536,-583.69,1
0.0,-969.93,1
0.06806,-636.16,1
0.12135,-1046.28,1
0.23216,-719.05,1
0.1589,-530.53,1
0.02267,-689.7,1
0.25453,-937.72,1
0.0567,-734.24,1
0.33113,-520.46,1
0.0,-690.44,1
0.0,-833.73,1
0.10264,-760.75,1
0.0,-773.28,1
0.64373,-444.61,1
0.17384,-961.72,1
0.0,-935.43,1
0.14446,-493.62,1
0.21884,-673.24,1
0.0,-767.26,1
0.17028,-522.15,1
0.04842,-876.88,0
0.17215,-662.01,2
0.27601,-786.16,1
0.51871,-1039.5,1
0.20151,-805.28,1
0.41729,-797.09,1
0.0,-966.79,1
0.39994,-904.6,1
0.50655,-490.48,1
0.53815,-697.28,1
0.38228,-676.47,1
0.18925,-602.44,1
0.4753,-670.99,2
0.17268,-975.54,1
0.41166,-530.49,1
0.05257,-334.79,1
0.40195,-631.24,1
0.10139,-951.53,1
0.35319,-1172.42,1
0.26784,-979.52,1
0.19127,-582.0,1
0.1284,-373.09,1
0.49301,-1043.36,1
0.47069,-739.49,0
0.25611,-1034.73,1
0.08503,-412.01,1
0.01098,-840.82,1
0.0,-1104.75,1
0.37695,-428.45,1
0.26771,-594.84,2
0.16042,-473.43,1
0.0,-1075.32,1
0.0,-533.44,0
0.1886,-434.48,1
0.57436,-836.51,1
0.12011,-567.46,1
0.11895,-1334.28,1
0.25523,-914.73,1
0.12346,-1000.25,1
0.20696,-733.96,1
0.51332,-660.73,1
0.15815,-905.68,1
0.31088,-757.74,1
0.06565,-1146.62,1
0.0,-740.82,1
0.0,-735.59,1
0.16669,-694.72,1
0.40154,-806.6,1
0.20251,-633.55,1
0.01579,-1062.67,1
0.16203,-736.65,1
0.22865,-805.59,1
0.21856,-1098.87,1
0.0,-555.01,1
0.02849,-880.41,1
0.0,-972.74,1
0.09638,-784.14,1
0.15398,-875.48,1
0.44642,-1159.61,1
0.09843,-535.91,0
0.11368,-1094.49,1
0.24951,-533.74,1
0.3804,-866.04,1
0.13386,-880.92,1
0.0,-858.07,1
0.27666,-901.65,1
0.24483,-1105.98,1
0.03703,-948.63,1
0.43257,-1053.73,1
0.30063,-812.33,1
0.0,-985.76,1
0.31484,-1123.47,1
0.34999,-293.07,1
0.12513,-837.47,1
0.30858,-1026.25,1
0.4836,-833.87,1
0.3217,-926.46,1
0.04084,-682.93,0
0.0227,-1030.58,1
0.07451,-964.44,1
0.25728,-512.37,1
0.10144,-994.45,1
0.54914,-965.78,2
0.63633,-773.51,1
0.64536,-852.52,1
0.2873,-954.43,1
0.30569,-1101.33,1
0.0,-739.04,1
0.24599,-1043.02,1
0.30538,-780.13,1
0.28066,-744.77,1
0.119,-899.05,1
0.42688,-737.96,1
0.51419,-799.78,1
0.24864,-837.55,1
0.41013,-1196.52,1
0.52825,-900.24,1
0.35803,-969.86,1
0.03906,-808.67,1
0.43003,-583.66,1
0.26565,-681.34,1
0.2492,-685.51,1
0.0,-964.82,1
0.06484,-839.09,1
0.08805,-761.99,1
0.38027,-935.46,1
0.04552,-728.41,1
0.53917,-756.09,1
0.35879,-697.67,1
0.0323,-922.88,1
0.09502,-807.52,1
0.32252,-846.78,2
0.38377,-777.87,1
0.04764,-692.73,0
0.1676,-380.71,2
0.27892,-1046.65,1
0.13959,-1164.25,1
0.04887,-511.87,1
0.2683,-729.0,1
0.21035,-579.67,1
0.02179,-918.6,1
0.25269,-899.42,0
0.17815,-812.81,1
0.37677,-382.27,1
0.0,-416.53,1
0.22285,-1062.08,1
0.09745,-640.44,1
0.37099,-938.35,1
0.0,-601.2,2
0.25892,-963.91,1
0.0,-784.36,1
0.11268,-893.18,1
0.12175,-575.86,2
0.11908,-524.59,1
0.26108,-792.25,1
0.20168,-1118.96,1
0.00082,-726.94,1
0.0811,-895.61,2
0.11692,-1007.12,1
0.20327,-829.69,1
0.41379,-883.04,1
0.21043,-1194.61,1
0.42886,-907.3,1
0.55366,-878.37,1
0.26112,-273.33,1
0.53957,-1052.87,1
0.07063,-941.29,1
1.45517,-289.98,1
1.66421,-21.53,2
1.81863,30.98,2
2.04244,145.29,1
1.95243,-706.19,1
1.80033,-770.59,2
1.54092,-563.3,2
1.84058,-331.07,2
1.66941,-67.76,2
1.88388,-618.64,2
1.56838,-485.38,2
1.43368,-223.0,1
1.84281,169.55,2
2.18082,112.77,1
1.88392,-146.01,2
1.78768,-775.74,2
1.81021,-725.12,2
1.52304,238.61,2
1.99243,-478.0,2
1.76482,-98.3,0
2.13867,-391.4,2
1.91301,384.31,2
1.58488,-429.31,2
1.82789,118.85,2
1.38433,-243.85,2
1.73325,47.89,0
1.64448,121.92,2
1.72597,4.23,1
1.80258,-601.32,2
1.85967,-277.62,1
1.87574,-262.0,1
1.88455,32.31,2
1.69494,-648.51,2
2.0208,64.14,2
1.76771,-248.69,2
1.71524,306.98,1
1.57488,-39.55,2
1.77404,-537.12,2
1.7262,-270.05,2
2.10429,58.89,2
1.92682,-244.12,2
2.08673,-493.36,2
1.84738,33.84,1
2.02859,-235.1,2
1.83184,-211.78,0
1.66008,-187.02,2
1.69993,-350.78,2
2.17324,-430.34,2
1.72125,-84.29,2
1.63147,-453.98,2
1.91326,219.48,2
1.89886,-201.89,2
1.97868,392.94,2
1.90441,-19.1,2
2.27975,12.56,2
1.73422,-572.53,2
1.77829,54.7,2
1.95266,342.5,2
1.71243,226.81,2
1.8147,-42.5,1
1.93559,-489.78,1
2.02451,-321.61,2
1.97779,-178.52,2
2.13626,354.62,2
1.56146,-306.34,2
1.55187,-732.5,1
1.99961,-279.69,2
1.59535,158.37,1
2.11296,270.75,2
1.71162,193.39,2
1.79664,-349.38,1
1.57119,123.85,2
1.79253,-115.11,2
1.5535,-410.79,1
1.97087,5.09,0
1.71745,-191.2,2
1.66603,-265.3,2
1.75091,-110.07,2
1.69627,-367.96,1
1.94186,-283.28,1
2.05628,-196.6,2
1.73558,-213.79,2
2.2772,-318.27,2
2.01064,-61.32,2
1.63423,-64.72,2
1.9013,-149.17,2
2.04352,-214.46,2
1.80182,-211.73,2
1.92393,-466.6,2
2.32794,-391.8,2
2.10507,-498.83,2
1.61221,-111.9,2
1.61223,-122.69,2
1.1838,-142.26,1
1.8137,-119.46,2
1.7386,-269.4,2
1.91394,232.84,2
1.94765,-92.43,2
1.9055,-45.51,2
1.75371,152.76,1
1.62948,-328.74,2
1.60441,-575.97,2
1.74114,23.22,2
1.9164,211.28,1
1.81222,133.97,2
1.71571,545.08,2
1.67549,-187.8,2
1.46581,-215.41,2
1.7623,-468.08,2
1.65011,-1.37,1
1.67143,-118.28,2
2.06555,-28.73,1
1.7409,-440.05,2
1.44492,-221.75,2
1.94399,20.48,2
1.63519,-130.07,2
1.79281,-142.12,2
1.71342,-187.11,2
1.77181,235.3,2
1.64845,-159.84,2
1.95714,78.04,2
1.59204,140.14,2
2.00153,-270.09,1
1.96364,-82.32,2
1.92073,672.68,1
1.89173,-89.12,1
1.78731,-332.85,2
1.73082,-249.0,2
1.6845,-26.05,2
1.76124,174.64,2
1.50178,-294.21,2
2.10671,-304.42,1
1.93878,-134.05,2
1.94461,-344.7,2
2.152,-2.41,2
2.05813,-838.99,2
1.63353,-32.51,2
1.86863,-130.29,2
1.75393,-674.14,2
1.63983,-288.13,2
1.72089,15.16,1
1.92551,-329.16,2
1.60171,258.44,0
1.78371,-143.81,2
1.81436,-491.61,2
1.93739,99.36,1
1.90092,-365.45,2
1.7597,-1.27,2
1.902,-78.09,2
1.93439,-521.06,2
1.84709,193.03,2
1.95381,-458.87,2
2.21622,-696.78,2
1.75747,241.4,2
1.22672,-353.51,1
1.29452,553.9,1
1.4856,-16.43,1
2.05514,-615.25,2
1.70867,-242.66,1
1.4412,414.7,0
2.01349,-185.81,2
1.83089,-101.48,2
1.94498,296.92,2
1.84062,-70.48,2
1.8405,-451.41,2
1.6615,206.12,2
1.56585,-136.73,2
1.80498,41.79,2
1.9622,146.99,2
1.69615,-306.8,1
2.23574,48.23,2
1.57414,-270.22,2
1.40494,-595.72,2
1.5614,477.11,0
1.8714,108.08,1
1.59983,-225.38,1
1.61539,275.48,1
1.43009,-61.9,0
1.80408,-162.61,2
1.82804,-81.7,2
1.91321,-276.63,2
1.87539,34.81,2
1.85958,-778.49,2
1.61914,79.68,1
1.61055,-67.36,2
1.71045,-245.17,1
1.32567,-180.75,1
1.5946,-468.69,2
1.97482,-334.46,2
1.30378,25.15,0
1.68885,-274.08,1
1.51083,447.33,0
1.48214,-401.44,2
1.64429,-51.38,2
1.37658,-143.49,1
1.80124,-75.0,2
1.49373,-210.4,2
2.22869,180.65,2
2.06623,266.33,2
1.57366,-126.68,1
